year,week,rank,title,author,publisher,description
2019,2019-02-03,9,A DOG'S WAY HOME,W. Bruce Cameron,Forge,A dog sets out across 400 miles of wilderness to find the man who rescued her as a puppy.
2019,2019-02-03,10,THE HOUSE NEXT DOOR,James Patterson,Grand Central,"Three stories: “The House Next Door” (written with Susan DiLallo), “The Killer’s Wife” (written with Max DiLallo) and “We. Are. Not. Alone” (written with Tim Arnold)."
2019,2019-02-03,11,SUMMONED TO THE THIRTEENTH GRAVE,Darynda Jones,St. Martin's,Charley Davidson returns to the earthly plane after 100 years in exile to find her killer.
2019,2019-02-03,12,SECURING CAITE,Susan Stoker,Stoker Aces,The first book of the SEAL of Protection: Legacy series.
2019,2019-02-03,13,NINE PERFECT STRANGERS,Liane Moriarty,Flatiron,A romance writer becomes fascinated by the owner and director of a health resort.
2019,2019-02-03,14,A SOLDIER'S RETURN,RaeAnne Thayne,Harlequin,Melissa Fielding returns to Cannon Beach to find that a handsome doctor is also back in town.
2019,2019-02-03,15,THE NEW IBERIA BLUES,James Lee Burke,Simon & Schuster,Detective Dave Robicheaux and his new partner Bailey Ribbons investigate the death of a young woman by crucifixion.
2019,2019-02-10,1,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2019,2019-02-10,2,CRUCIBLE,James Rollins,Morrow,Monk Kokkalis and Commander Gray Pierce use arcane clues in hopes of preventing a potential apocalypse.
2019,2019-02-10,3,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
2019,2019-02-10,4,PLAYING FOR KEEPS,Jill Shalvis,Avon,The seventh book in the Heartbreaker Bay series. A tattoo artist and a mogul are forced to face their undeniable chemistry.
2019,2019-02-10,5,AN ANONYMOUS GIRL,Greer Hendricks and Sarah Pekkanen,St. Martin's,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.
2019,2019-02-10,6,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.
2019,2019-02-10,7,THE GOLDEN TRESSES OF THE DEAD,Alan Bradley,Delacorte,"Flavia de Luce, a 12-year-old detective, is on the case when a human finger ends up in her sister’s wedding cake."
2019,2019-02-10,8,THE RULE OF LAW,John Lescroart,Atria,"Dismas Hardy must solve a mystery involving his secretary, who is arrested for abetting a murder."
2019,2019-02-10,9,EYE OF THE NEEDLE,Ken Follett,Penguin,The fate of a German aristocrat and spy known as the Needle relies on the loyalty of an Englishwoman.
2019,2019-02-10,10,WE SHOULDN'T,Vi Keeland,Vi Keeland,Love and hate bring a potential office romance to a boil.
2019,2019-02-10,11,LIAR LIAR,James Patterson and Candice Fox,"Little, Brown",Detective Harriet Blue has become a dangerous fugitive from the law as she pursues the murderer Regan Banks.
2019,2019-02-10,12,TURNING POINT,Danielle Steel,Delacorte,Four American trauma doctors face difficult choices when they join a mass-casualty training program in Paris.
2019,2019-02-10,13,ELEANOR OLIPHANT IS COMPLETELY FINE,Gail Honeyman,Penguin,A young woman’s well-ordered life is disrupted by the I.T. guy from her office.
2019,2019-02-10,14,AN AMERICAN MARRIAGE,Tayari Jones,Algonquin,A newlywed couple's relationship is tested when the husband is sentenced to 12 years in prison.
2019,2019-02-10,15,A DISCOVERY OF WITCHES,Deborah Harkness,Penguin Group,The recovery of a lost ancient manuscript in a library at Oxford sets a fantastical underworld stirring.
2019,2019-02-17,1,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2019,2019-02-17,2,VENGEANCE ROAD,Christine Feehan,Berkley,The second book in the Torpedo Ink series. Complications rev up between Breezy and Steele.
2019,2019-02-17,3,THE LOST GIRLS OF PARIS,Pam Jenoff,Park Row,Grace Healey investigates the fates of 12 women who were sent to occupied Europe to help the resistance during World War II.
2019,2019-02-17,4,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
2019,2019-02-17,5,THE WRONG HIGHLANDER,Lynsay Sands,Avon,"The seventh book in the Highland Brides series. While her ailing father needs her help, Lady Evina Maclean is distracted by Rory Buchanan."
2019,2019-02-17,6,AN ANONYMOUS GIRL,Greer Hendricks and Sarah Pekkanen,St. Martin's,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.
2019,2019-02-17,7,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.
2019,2019-02-17,8,ELEANOR OLIPHANT IS COMPLETELY FINE,Gail Honeyman,Penguin,A young woman’s well-ordered life is disrupted by the I.T. guy from her office.
2019,2019-02-17,9,LIAR LIAR,James Patterson and Candice Fox,"Little, Brown",Detective Harriet Blue has become a dangerous fugitive from the law as she pursues the murderer Regan Banks.
2019,2019-02-17,10,FREE,Kristen Ashley,Kristen Ashley,Members of the Chaos Motorcycle Club have more battles to fight.
2019,2019-02-17,11,MAGIC HOUR,Kristin Hannah,Ballantine,A child psychiatrist helps a 6-year-old girl found in the Olympic National Forest.
2019,2019-02-17,12,CRUCIBLE,James Rollins,Morrow,Monk Kokkalis and Commander Gray Pierce use arcane clues in hopes of preventing a potential apocalypse.
2019,2019-02-17,13,JUDGMENT,Joseph Finder,Dutton,"Juliana Brody, a judge in the Superior Court of Massachusetts, has a one-night stand that might be her undoing."
2019,2019-02-17,14,TURNING POINT,Danielle Steel,Delacorte,Four American trauma doctors face difficult choices when they join a mass-casualty training program in Paris.
2019,2019-02-17,15,OUT OF THE DARK,Gregg Hurwitz,Minotaur,The fourth book in the Orphan X series.
2019,2019-02-24,1,CONNECTIONS IN DEATH,J.D. Robb,St. Martin's,Eve Dallas scours tattoo parlors and strip joints for clues to the cause of Lyle Pickering’s mysterious death.
2019,2019-02-24,2,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2019,2019-02-24,3,THE SILENT PATIENT,Alex Michaelides,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
2019,2019-02-24,4,THE WEDDING GUEST,Jonathan Kellerman,Ballantine,Milo Sturgis and Alex Delaware investigate the death of a stranger at a wedding reception.
2019,2019-02-24,5,"BLACK LEOPARD, RED WOLF",Marlon James,Riverhead,A loner named Tracker teams up with a group of unusual characters in search of a mysterious boy.
2019,2019-02-24,6,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
2019,2019-02-24,7,THE LOST GIRLS OF PARIS,Pam Jenoff,Park Row,Grace Healey investigates the fates of 12 women who were sent to occupied Europe to help the resistance during World War II.
2019,2019-02-24,8,I OWE YOU ONE,Sophie Kinsella,The Dial Press,A series of debts between Fixie Farr and a handsome stranger involves her childhood crush.
2019,2019-02-24,9,AN ANONYMOUS GIRL,Greer Hendricks and Sarah Pekkanen,St. Martin's,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.
2019,2019-02-24,10,AN AMERICAN MARRIAGE,Tayari Jones,Algonquin,A newlywed couple's relationship is tested when the husband is sentenced to 12 years in prison.
2019,2019-02-24,11,ELEANOR OLIPHANT IS COMPLETELY FINE,Gail Honeyman,Penguin,A young woman’s well-ordered life is disrupted by the I.T. guy from her office.
2019,2019-02-24,12,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.
2019,2019-02-24,13,VENGEANCE ROAD,Christine Feehan,Berkley,The second book in the Torpedo Ink series. Complications rev up between Breezy and Steele.
2019,2019-02-24,14,THE LOST MAN,Jane Harper,Flatiron,Nathan and Bub Bright find their other brother dead at the border of their cattle ranches in the Australian outback.
2019,2019-02-24,15,THE CAST,Danielle Steel,Delacorte,A magazine columnist meets an array of Hollywood professionals when a producer turns a story about her grandmother into a TV series.
2019,2019-03-03,1,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2019,2019-03-03,2,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
2019,2019-03-03,3,CONNECTIONS IN DEATH,J.D. Robb,St. Martin's,Eve Dallas scours tattoo parlors and strip joints for clues to the cause of Lyle Pickering’s mysterious death.
2019,2019-03-03,4,THE LOST GIRLS OF PARIS,Pam Jenoff,Park Row,Grace Healey investigates the fates of 12 women who were sent to occupied Europe to help the resistance during World War II.
2019,2019-03-03,5,THE SILENT PATIENT,Alex Michaelides,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
2019,2019-03-03,6,THE WEDDING GUEST,Jonathan Kellerman,Ballantine,Milo Sturgis and Alex Delaware investigate the death of a stranger at a wedding reception.
2019,2019-03-03,7,ELEANOR OLIPHANT IS COMPLETELY FINE,Gail Honeyman,Penguin,A young woman’s well-ordered life is disrupted by the I.T. guy from her office.
2019,2019-03-03,8,AN ANONYMOUS GIRL,Greer Hendricks and Sarah Pekkanen,St. Martin's,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.
2019,2019-03-03,9,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.
2019,2019-03-03,10,"BLACK LEOPARD, RED WOLF",Marlon James,Riverhead,A loner named Tracker teams up with a group of unusual characters in search of a mysterious boy.
2019,2019-03-03,11,AN AMERICAN MARRIAGE,Tayari Jones,Algonquin,A newlywed couple's relationship is tested when the husband is sentenced to 12 years in prison.
2019,2019-03-03,12,LUCK OF THE DEVIL,Meghan March,Meghan March,The second book in the Forge trilogy. An attraction to a billionaire becomes a big gamble.
2019,2019-03-03,13,SHELTER FOR QUINN,Susan Stoker,Susan Stoker,"The 13th book in the Badge of Honor: Texas Heroes series. John “Driftwood” Trettle falls for Quinn Dixon, despite her visible port-wine birthmark."
2019,2019-03-03,14,FIFTY FIFTY,James Patterson and Candice Fox,"Little, Brown",Detective Harriet Blue tries to clear her brother's name and save a small Australian town from being massacred.
2019,2019-03-03,15,LILAC GIRLS,Martha Hall Kelly,Ballantine,A story of three women’s lives during and after World War II.
2019,2019-03-10,1,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2019,2019-03-10,2,THE CHEF,James Patterson and Max DiLallo,"Little, Brown","Caleb Rooney, a police detective and celebrity food truck chef, must clear his name of murder allegations."
2019,2019-03-10,3,NEVER TELL,Lisa Gardner,Dutton,D.D. Warren and Flora Dane investigate whether a pregnant woman shot and killed her husband.
2019,2019-03-10,4,DEVIL'S DAUGHTER,Lisa Kleypas,Avon,"Desire burns between the young widow Phoebe, Lady Clare, and West Ravenel, her late husband's tormentor."
2019,2019-03-10,5,MISSION CRITICAL,Mark Greaney,Berkley,The eighth book in the Gray Man series. Court Gentry must track down assassins.
2019,2019-03-10,6,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
2019,2019-03-10,7,THE LOST GIRLS OF PARIS,Pam Jenoff,Park Row,Grace Healey investigates the fates of 12 women who were sent to occupied Europe to help the resistance during World War II.
2019,2019-03-10,8,THE SILENT PATIENT,Alex Michaelides,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
2019,2019-03-10,9,CONNECTIONS IN DEATH,J.D. Robb,St. Martin's,Eve Dallas scours tattoo parlors and strip joints for clues to the cause of Lyle Pickering’s mysterious death.
2019,2019-03-10,10,ELEANOR OLIPHANT IS COMPLETELY FINE,Gail Honeyman,Penguin,A young woman’s well-ordered life is disrupted by the I.T. guy from her office.
2019,2019-03-10,11,THE WEDDING GUEST,Jonathan Kellerman,Ballantine,Milo Sturgis and Alex Delaware investigate the death of a stranger at a wedding reception.
2019,2019-03-10,12,THE RISK,Elle Kennedy,Elle Kennedy,The second book in the Briar U series. A rival player pretends to date a hockey coach's daughter.
2019,2019-03-10,13,AN ANONYMOUS GIRL,Greer Hendricks and Sarah Pekkanen,St. Martin's,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.
2019,2019-03-10,14,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.
2019,2019-03-10,15,"BLACK LEOPARD, RED WOLF",Marlon James,Riverhead,A loner named Tracker teams up with a group of unusual characters in search of a mysterious boy.
2019,2019-03-17,1,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2019,2019-03-17,2,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
2019,2019-03-17,3,THE HUNTRESS,Kate Quinn,Morrow,A British journalist and a Russian female bomber pilot go after a Nazi war criminal.
2019,2019-03-17,4,THE BORDER,Don Winslow,Morrow,The third book in the Power of the Dog series. Art Keller’s fight to keep drugs out of the country has taken a complicated turn.
