year,week,rank,title,author,publisher,description
2021,2021-12-12,9,MERCY,David Baldacci,Grand Central,The fourth book in the Atlee Pine series. Atlee discovers her twin sister survived an abduction at the age of 6.
2021,2021-12-12,10,THE LINCOLN HIGHWAY,Amor Towles,Viking,Two friends who escaped from a juvenile work farm take Emmett Watson on an unexpected journey to New York City in 1954.
2021,2021-12-12,11,THE DARK HOURS,Michael Connelly,"Little, Brown","A death on New Year’s Eve, an unsolved murder and a hunt for serial rapists bring Bosch and Ballard back together."
2021,2021-12-12,12,THE CHRISTMAS PROMISE,Richard Paul Evans,Gallery,"Richelle writes a book about her estranged and deceased twin sister, Michelle, that is titled “The Prodigal Daughter.”"
2021,2021-12-12,13,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2021,2021-12-12,14,STATE OF TERROR,Hillary Rodham Clinton and Louise Penny,"Simon & Schuster, St. Martin’s","In the wake of the previous administration’s mishandling of international affairs, the new Secretary of State Ellen Adams confronts interconnected global threats."
2021,2021-12-12,15,PROJECT HAIL MARY,Andy Weir,Ballantine,"Ryland Grace awakes from a long sleep alone and far from home, and the fate of humanity rests on his shoulders."
2021,2021-12-19,1,WISH YOU WERE HERE,Jodi Picoult,Ballantine,Diana O’Toole re-evaluates her seemingly perfect life when a pandemic disrupts her vacation in the Galápagos Islands.
2021,2021-12-19,2,LEVIATHAN FALLS,James S.A. Corey,Orbit,The ninth book in the Expanse series. A group of unlikely allies might find a way to bring peace to a vast galactic civilization.
2021,2021-12-19,3,GO TELL THE BEES THAT I AM GONE,Diana Gabaldon,Delacorte,"The ninth book in the Outlander series. As the Revolutionary War moves closer to Fraser’s Ridge, Claire and Jamie reunite with their daughter and her family."
2021,2021-12-19,4,AUTOPSY,Patricia Cornwell,Morrow,The 25th book in the Kay Scarpetta series. Scarpetta investigates crime scenes in Virginia and outer space.
2021,2021-12-19,5,THE JUDGE'S LIST,John Grisham,Doubleday,The second book in the Whistler series. Investigator Lacy Stoltz goes after a serial killer and closes in on a sitting judge.
2021,2021-12-19,6,THE LINCOLN HIGHWAY,Amor Towles,Viking,Two friends who escaped from a juvenile work farm take Emmett Watson on an unexpected journey to New York City in 1954.
2021,2021-12-19,7,FEAR NO EVIL,James Patterson,"Little, Brown",The 29th book in the Alex Cross series. Cross fights the mastermind who has stalked him for years.
2021,2021-12-19,8,THE WISH,Nicholas Sparks,Grand Central,"Maggie Dawes, a renowned travel photographer, struggles with a medical diagnosis over Christmas."
2021,2021-12-19,9,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2021,2021-12-19,10,THE STRANGER IN THE LIFEBOAT,Mitch Albom,Harper,"After a ship explodes, 10 people struggling to survive pull a man who claims to be the Lord out of the sea."
2021,2021-12-19,11,THE DARK HOURS,Michael Connelly,"Little, Brown","A death on New Year’s Eve, an unsolved murder and a hunt for serial rapists bring Bosch and Ballard back together."
2021,2021-12-19,12,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2021,2021-12-19,13,MERCY,David Baldacci,Grand Central,The fourth book in the Atlee Pine series. Atlee discovers her twin sister survived an abduction at the age of 6.
2021,2021-12-19,14,THE BECOMING,Nora Roberts,St. Martin's,The second book in the Dragon Heart Legacy series. Breen returns to Talamh as her grandfather Odran plots destruction.
2021,2021-12-19,15,CLOUD CUCKOO LAND,Anthony Doerr,Scribner,"An interconnected cast of dreamers and outsiders are in dangerous and disparate settings past, present and future."
2021,2021-12-26,1,CALL US WHAT WE CARRY,Amanda Gorman,Viking,A debut collection of poems on identity and history by the presidential inaugural poet who wrote “The Hill We Climb.”
2021,2021-12-26,2,THE JUDGE'S LIST,John Grisham,Doubleday,The second book in the Whistler series. Investigator Lacy Stoltz goes after a serial killer and closes in on a sitting judge.
2021,2021-12-26,3,GO TELL THE BEES THAT I AM GONE,Diana Gabaldon,Delacorte,"The ninth book in the Outlander series. As the Revolutionary War moves closer to Fraser’s Ridge, Claire and Jamie reunite with their daughter and her family."
2021,2021-12-26,4,THE LINCOLN HIGHWAY,Amor Towles,Viking,Two friends who escaped from a juvenile work farm take Emmett Watson on an unexpected journey to New York City in 1954.
2021,2021-12-26,5,WISH YOU WERE HERE,Jodi Picoult,Ballantine,Diana O’Toole re-evaluates her seemingly perfect life when a pandemic disrupts her vacation in the Galápagos Islands.
2021,2021-12-26,6,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2021,2021-12-26,7,THE STRANGER IN THE LIFEBOAT,Mitch Albom,Harper,"After a ship explodes, 10 people struggling to survive pull a man who claims to be the Lord out of the sea."
2021,2021-12-26,8,THE WISH,Nicholas Sparks,Grand Central,"Maggie Dawes, a renowned travel photographer, struggles with a medical diagnosis over Christmas."
2021,2021-12-26,9,FEAR NO EVIL,James Patterson,"Little, Brown",The 29th book in the Alex Cross series. Cross fights the mastermind who has stalked him for years.
2021,2021-12-26,10,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2021,2021-12-26,11,CLOUD CUCKOO LAND,Anthony Doerr,Scribner,"An interconnected cast of dreamers and outsiders are in dangerous and disparate settings past, present and future."
2021,2021-12-26,12,THE DARK HOURS,Michael Connelly,"Little, Brown","A death on New Year’s Eve, an unsolved murder and a hunt for serial rapists bring Bosch and Ballard back together."
2021,2021-12-26,13,MERCY,David Baldacci,Grand Central,The fourth book in the Atlee Pine series. Atlee discovers her twin sister survived an abduction at the age of 6.
2021,2021-12-26,14,AUTOPSY,Patricia Cornwell,Morrow,The 25th book in the Kay Scarpetta series. Scarpetta investigates crime scenes in Virginia and outer space.
2021,2021-12-26,15,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.
2022,2022-01-02,1,CALL US WHAT WE CARRY,Amanda Gorman,Viking,A debut collection of poems on identity and history by the presidential inaugural poet who wrote “The Hill We Climb.”
2022,2022-01-02,2,THE JUDGE'S LIST,John Grisham,Doubleday,The second book in the Whistler series. Investigator Lacy Stoltz goes after a serial killer and closes in on a sitting judge.
2022,2022-01-02,3,THE LINCOLN HIGHWAY,Amor Towles,Viking,Two friends who escaped from a juvenile work farm take Emmett Watson on an unexpected journey to New York City in 1954.
2022,2022-01-02,4,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2022,2022-01-02,5,THE STRANGER IN THE LIFEBOAT,Mitch Albom,Harper,"After a ship explodes, 10 people struggling to survive pull a man who claims to be the Lord out of the sea."
2022,2022-01-02,6,GO TELL THE BEES THAT I AM GONE,Diana Gabaldon,Delacorte,"The ninth book in the Outlander series. As the Revolutionary War moves closer to Fraser’s Ridge, Claire and Jamie reunite with their daughter and her family."
2022,2022-01-02,7,THE WISH,Nicholas Sparks,Grand Central,"Maggie Dawes, a renowned travel photographer, struggles with a medical diagnosis over Christmas."
2022,2022-01-02,8,WISH YOU WERE HERE,Jodi Picoult,Ballantine,Diana O’Toole re-evaluates her seemingly perfect life when a pandemic disrupts her vacation in the Galápagos Islands.
2022,2022-01-02,9,FEAR NO EVIL,James Patterson,"Little, Brown",The 29th book in the Alex Cross series. Cross fights the mastermind who has stalked him for years.
2022,2022-01-02,10,CLOUD CUCKOO LAND,Anthony Doerr,Scribner,"An interconnected cast of dreamers and outsiders are in dangerous and disparate settings past, present and future."
2022,2022-01-02,11,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2022,2022-01-02,12,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.
2022,2022-01-02,13,THE LAST THING HE TOLD ME,Laura Dave,Simon & Schuster,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.
2022,2022-01-02,14,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2022,2022-01-02,15,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2022,2022-01-09,1,THE JUDGE'S LIST,John Grisham,Doubleday,The second book in the Whistler series. Investigator Lacy Stoltz goes after a serial killer and closes in on a sitting judge.
2022,2022-01-09,2,THE STRANGER IN THE LIFEBOAT,Mitch Albom,Harper,"After a ship explodes, 10 people struggling to survive pull a man who claims to be the Lord out of the sea."
2022,2022-01-09,3,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2022,2022-01-09,4,THE LINCOLN HIGHWAY,Amor Towles,Viking,Two friends who escaped from a juvenile work farm take Emmett Watson on an unexpected journey to New York City in 1954.
2022,2022-01-09,5,CALL US WHAT WE CARRY,Amanda Gorman,Viking,A debut collection of poems on identity and history by the presidential inaugural poet who wrote “The Hill We Climb.”
2022,2022-01-09,6,THE WISH,Nicholas Sparks,Grand Central,"Maggie Dawes, a renowned travel photographer, struggles with a medical diagnosis over Christmas."
2022,2022-01-09,7,GO TELL THE BEES THAT I AM GONE,Diana Gabaldon,Delacorte,"The ninth book in the Outlander series. As the Revolutionary War moves closer to Fraser’s Ridge, Claire and Jamie reunite with their daughter and her family."
2022,2022-01-09,8,WISH YOU WERE HERE,Jodi Picoult,Ballantine,Diana O’Toole re-evaluates her seemingly perfect life when a pandemic disrupts her vacation in the Galápagos Islands.
2022,2022-01-09,9,CLOUD CUCKOO LAND,Anthony Doerr,Scribner,"An interconnected cast of dreamers and outsiders are in dangerous and disparate settings past, present and future."
2022,2022-01-09,10,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.
2022,2022-01-09,11,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2022,2022-01-09,12,FEAR NO EVIL,James Patterson,"Little, Brown",The 29th book in the Alex Cross series. Cross fights the mastermind who has stalked him for years.
2022,2022-01-09,13,BILLY SUMMERS,Stephen King,Scribner,A killer for hire who only takes out bad guys seeks redemption as he does one final job.
2022,2022-01-09,14,THE SONG OF ACHILLES,Madeline Miller,Ecco,A reimagining of Homer’s “Iliad” that is narrated by Achilles' companion Patroclus.
2022,2022-01-09,15,THE LAST THING HE TOLD ME,Laura Dave,Simon & Schuster,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.
2022,2022-01-16,1,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2022,2022-01-16,2,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2022,2022-01-16,3,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2022,2022-01-16,4,ANNIHILATION ROAD,Christine Feehan,Berkley,The sixth book in the Torpedo Ink series. Savage sets Seychelle’s whole body on fire.
2022,2022-01-16,5,THE JUDGE'S LIST,John Grisham,Doubleday,The second book in the Whistler series. Investigator Lacy Stoltz goes after a serial killer and closes in on a sitting judge.
2022,2022-01-16,6,THE LINCOLN HIGHWAY,Amor Towles,Viking,Two friends who escaped from a juvenile work farm take Emmett Watson on an unexpected journey to New York City in 1954.
2022,2022-01-16,7,CRIMINAL MISCHIEF,Stuart Woods,Putnam,The 60th book in the Stone Barrington series. Stone goes to places he has not been in pursuit of an evasive adversary.
2022,2022-01-16,8,THE LOVE HYPOTHESIS,Ali Hazelwood,Berkley,A young professor agrees to pretend to be a third-year Ph.D. candidate’s boyfriend.
2022,2022-01-16,9,WISH YOU WERE HERE,Jodi Picoult,Ballantine,Diana O’Toole re-evaluates her seemingly perfect life when a pandemic disrupts her vacation in the Galápagos Islands.
2022,2022-01-16,10,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.
2022,2022-01-16,11,THE DARK HOURS,Michael Connelly,"Little, Brown","A death on New Year’s Eve, an unsolved murder and a hunt for serial rapists bring Bosch and Ballard back together."
2022,2022-01-16,12,GO TELL THE BEES THAT I AM GONE,Diana Gabaldon,Delacorte,"The ninth book in the Outlander series. As the Revolutionary War moves closer to Fraser’s Ridge, Claire and Jamie reunite with their daughter and her family."
2022,2022-01-16,13,CLOUD CUCKOO LAND,Anthony Doerr,Scribner,"An interconnected cast of dreamers and outsiders are in dangerous and disparate settings past, present and future."
2022,2022-01-16,14,THE SONG OF ACHILLES,Madeline Miller,Ecco,A reimagining of Homer’s “Iliad” that is narrated by Achilles' companion Patroclus.
2022,2022-01-16,15,THE STRANGER IN THE LIFEBOAT,Mitch Albom,Harper,"After a ship explodes, 10 people struggling to survive pull a man who claims to be the Lord out of the sea."
2022,2022-01-23,1,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2022,2022-01-23,2,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2022,2022-01-23,3,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2022,2022-01-23,4,INVISIBLE,Danielle Steel,Delacorte,The daughter of a couple in a loveless marriage is discovered by a British filmmaker and thrust into the public eye.
2022,2022-01-23,5,THE SONG OF ACHILLES,Madeline Miller,Ecco,A reimagining of Homer’s “Iliad” that is narrated by Achilles' companion Patroclus.
2022,2022-01-23,6,THE LINCOLN HIGHWAY,Amor Towles,Viking,Two friends who escaped from a juvenile work farm take Emmett Watson on an unexpected journey to New York City in 1954.
2022,2022-01-23,7,UGLY LOVE,Colleen Hoover,Atria,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't."
2022,2022-01-23,8,THE JUDGE'S LIST,John Grisham,Doubleday,The second book in the Whistler series. Investigator Lacy Stoltz goes after a serial killer and closes in on a sitting judge.
2022,2022-01-23,9,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.
2022,2022-01-23,10,THE LOVE HYPOTHESIS,Ali Hazelwood,Berkley,A young professor agrees to pretend to be a third-year Ph.D. candidate’s boyfriend.
2022,2022-01-23,11,THE MAID,Nita Prose,Ballantine,"When a wealthy man is found dead in his room, a maid at the Regency Grand Hotel becomes a lead suspect."
2022,2022-01-23,12,THE LAST THING HE TOLD ME,Laura Dave,Simon & Schuster,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.
2022,2022-01-23,13,WISH YOU WERE HERE,Jodi Picoult,Ballantine,Diana O’Toole re-evaluates her seemingly perfect life when a pandemic disrupts her vacation in the Galápagos Islands.
2022,2022-01-23,14,PEOPLE WE MEET ON VACATION,Emily Henry,Berkley,Opposites Poppy and Alex meet to vacation together one more time in hopes of saving their relationship.
2022,2022-01-23,15,THE STARLESS CROWN,James Rollins,Tor,A team of outcasts embark on a journey to find secrets that might bring about their salvation.
2022,2022-01-30,1,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2022,2022-01-30,2,SOMETHING TO HIDE,Elizabeth George,Viking,The 21st book in the Inspector Lynley series. Lynley pursues a killer who might be hiding in North London's Nigerian community.
2022,2022-01-30,3,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2022,2022-01-30,4,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2022,2022-01-30,5,THE MAID,Nita Prose,Ballantine,"When a wealthy man is found dead in his room, a maid at the Regency Grand Hotel becomes a lead suspect."
2022,2022-01-30,6,THE HORSEWOMAN,James Patterson and Mike Lupica,"Little, Brown","As the Paris Olympics draw near, a mother and daughter, who are champion horse riders, compete against each other."
2022,2022-01-30,7,UGLY LOVE,Colleen Hoover,Atria,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't."
2022,2022-01-30,8,THE LINCOLN HIGHWAY,Amor Towles,Viking,Two friends who escaped from a juvenile work farm take Emmett Watson on an unexpected journey to New York City in 1954.
2022,2022-01-30,9,TO PARADISE,Hanya Yanagihara,Doubleday,"Difficult circumstances and societal pressures affect characters living in America in 1893, 1993 and 2093."
2022,2022-01-30,10,THE JUDGE'S LIST,John Grisham,Doubleday,The second book in the Whistler series. Investigator Lacy Stoltz goes after a serial killer and closes in on a sitting judge.
2022,2022-01-30,11,THE LAST THING HE TOLD ME,Laura Dave,Simon & Schuster,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.
2022,2022-01-30,12,WISH YOU WERE HERE,Jodi Picoult,Ballantine,Diana O’Toole re-evaluates her seemingly perfect life when a pandemic disrupts her vacation in the Galápagos Islands.
2022,2022-01-30,13,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.
2022,2022-01-30,14,THE LOVE HYPOTHESIS,Ali Hazelwood,Berkley,A young professor agrees to pretend to be a third-year Ph.D. candidate’s boyfriend.
2022,2022-01-30,15,END OF DAYS,Brad Taylor,Morrow,The 16th book in the Pike Logan thriller series.
2022,2022-02-06,1,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2022,2022-02-06,2,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2022,2022-02-06,3,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2022,2022-02-06,4,ONE STEP TOO FAR,Lisa Gardner,Dutton,The second book in the Frankie Elkin series. Frankie searches for a young man who went missing during a bachelor party camping trip.
2022,2022-02-06,5,UGLY LOVE,Colleen Hoover,Atria,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't."
2022,2022-02-06,6,THE MAID,Nita Prose,Ballantine,"When a wealthy man is found dead in his room, a maid at the Regency Grand Hotel becomes a lead suspect."
2022,2022-02-06,7,THE LINCOLN HIGHWAY,Amor Towles,Viking,Two friends who escaped from a juvenile work farm take Emmett Watson on an unexpected journey to New York City in 1954.
2022,2022-02-06,8,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.
2022,2022-02-06,9,NOVEMBER 9,Colleen Hoover,Atria,Is Ben using his relationship with Fallon as fodder for his novel?
2022,2022-02-06,10,THE LAST THING HE TOLD ME,Laura Dave,Simon & Schuster,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.
2022,2022-02-06,11,LIGHTNING IN A MIRROR,Jayne Ann Krentz,Berkley,The final installment of the Fogg Lake trilogy.
2022,2022-02-06,12,THE JUDGE'S LIST,John Grisham,Doubleday,The second book in the Whistler series. Investigator Lacy Stoltz goes after a serial killer and closes in on a sitting judge.
2022,2022-02-06,13,ELECTRIC IDOL,Katee Robert,Sourcebooks Casablanca,The second book in the Dark Olympus series. A modern retelling of the myth of Psyche and Eros.
2022,2022-02-06,14,THE LOVE HYPOTHESIS,Ali Hazelwood,Berkley,A young professor agrees to pretend to be a third-year Ph.D. candidate’s boyfriend.
2022,2022-02-06,15,WISH YOU WERE HERE,Jodi Picoult,Ballantine,Diana O’Toole re-evaluates her seemingly perfect life when a pandemic disrupts her vacation in the Galápagos Islands.
2022,2022-02-13,1,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2022,2022-02-13,2,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2022,2022-02-13,3,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2022,2022-02-13,4,SAVAGE ROAD,Christine Feehan,Berkley,"The seventh book in the Torpedo Ink series. Seychelle is committed to Savage, who is a sadist in the bedroom."
2022,2022-02-13,5,UGLY LOVE,Colleen Hoover,Atria,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't."
2022,2022-02-13,6,THE MAID,Nita Prose,Ballantine,"When a wealthy man is found dead in his room, a maid at the Regency Grand Hotel becomes a lead suspect."
2022,2022-02-13,7,THE LINCOLN HIGHWAY,Amor Towles,Viking,Two friends who escaped from a juvenile work farm take Emmett Watson on an unexpected journey to New York City in 1954.
2022,2022-02-13,8,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.
2022,2022-02-13,9,THE LAST THING HE TOLD ME,Laura Dave,Simon & Schuster,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.
2022,2022-02-13,10,THE MAGNOLIA PALACE,Fiona Davis,Dutton,An English model stumbles upon messages that might uncover the truth behind a decades-old murder in the Frick family.
2022,2022-02-13,11,THE JUDGE'S LIST,John Grisham,Doubleday,The second book in the Whistler series. Investigator Lacy Stoltz goes after a serial killer and closes in on a sitting judge.
2022,2022-02-13,12,VIOLETA,Isabel Allende,Ballantine,A woman whose life spans 100 years recounts personal and historical events through letters to someone she loves.
2022,2022-02-13,13,THE LOVE HYPOTHESIS,Ali Hazelwood,Berkley,A young professor agrees to pretend to be a third-year Ph.D. candidate’s boyfriend.
2022,2022-02-13,14,THE HORSEWOMAN,James Patterson and Mike Lupica,"Little, Brown","As the Paris Olympics draw near, a mother and daughter, who are champion horse riders, compete against each other."
2022,2022-02-13,15,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2022,2022-02-20,1,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2022,2022-02-20,2,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2022,2022-02-20,3,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2022,2022-02-20,4,UGLY LOVE,Colleen Hoover,Atria,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't."
2022,2022-02-20,5,THE MAID,Nita Prose,Ballantine,"When a wealthy man is found dead in his room, a maid at the Regency Grand Hotel becomes a lead suspect."
2022,2022-02-20,6,THE LINCOLN HIGHWAY,Amor Towles,Viking,Two friends who escaped from a juvenile work farm take Emmett Watson on an unexpected journey to New York City in 1954.
2022,2022-02-20,7,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.
2022,2022-02-20,8,BLACK CAKE,Charmaine Wilkerson,Ballantine,Eleanor Bennett’s inheritance for her two children challenges what they knew about their lineage and identity.
2022,2022-02-20,9,THE LOVE HYPOTHESIS,Ali Hazelwood,Berkley,A young professor agrees to pretend to be a third-year Ph.D. candidate’s boyfriend.
2022,2022-02-20,10,THE LAST THING HE TOLD ME,Laura Dave,Simon & Schuster,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.
2022,2022-02-20,11,THE CHRISTIE AFFAIR,Nina de Gramont,St. Martin's,Miss Nan O’Dea becomes the mistress of Agatha Christie’s husband.
2022,2022-02-20,12,THE JUDGE'S LIST,John Grisham,Doubleday,The second book in the Whistler series. Investigator Lacy Stoltz goes after a serial killer and closes in on a sitting judge.
2022,2022-02-20,13,PEOPLE WE MEET ON VACATION,Emily Henry,Berkley,Opposites Poppy and Alex meet to vacation together one more time in hopes of saving their relationship.
2022,2022-02-20,14,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2022,2022-02-20,15,ONE STEP TOO FAR,Lisa Gardner,Dutton,The second book in the Frankie Elkin series. Frankie searches for a young man who went missing during a bachelor party camping trip.
2022,2022-02-27,1,ABANDONED IN DEATH,J.D. Robb,St. Martin's,The 54th book of the In Death series. Eve Dallas investigates a homicide and the disappearance of other women who resemble that victim.
2022,2022-02-27,2,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2022,2022-02-27,3,CITY OF THE DEAD,Jonathan Kellerman,Ballantine,The 37th book in the Alex Delaware series. Delaware and Sturgis investigate a double homicide.
2022,2022-02-27,4,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2022,2022-02-27,5,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2022,2022-02-27,6,UGLY LOVE,Colleen Hoover,Atria,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't."
2022,2022-02-27,7,THE LOVE HYPOTHESIS,Ali Hazelwood,Berkley,A young professor agrees to pretend to be a third-year Ph.D. candidate’s boyfriend.
2022,2022-02-27,8,STEAL,James Patterson and Howard Roughan,Grand Central,"An N.Y.P.D. detective, a hedge fund chief executive and a psychology professor are wrapped up in the disappearance of a college student."
2022,2022-02-27,9,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.
2022,2022-02-27,10,THE MAID,Nita Prose,Ballantine,"When a wealthy man is found dead in his room, a maid at the Regency Grand Hotel becomes a lead suspect."
2022,2022-02-27,11,THE LINCOLN HIGHWAY,Amor Towles,Viking,Two friends who escaped from a juvenile work farm take Emmett Watson on an unexpected journey to New York City in 1954.
2022,2022-02-27,12,DARK HORSE,Gregg Hurwitz,Minotaur,The seventh book in the Orphan X series. Evan Smoak must get inside the fortress of a cartel leader.
2022,2022-02-27,13,THE SPANISH LOVE DECEPTION,Elena Armas,Atria,Catalina’s insufferable colleague Aaron agrees to be her fake date to her sister’s wedding.
2022,2022-02-27,14,THE LAST THING HE TOLD ME,Laura Dave,Simon & Schuster,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.
2022,2022-02-27,15,PEOPLE WE MEET ON VACATION,Emily Henry,Berkley,Opposites Poppy and Alex meet to vacation together one more time in hopes of saving their relationship.
2022,2022-03-06,1,HOUSE OF SKY AND BREATH,Sarah J. Maas,Bloomsbury,The second book in the Crescent City series. Bryce Quinlan and Hunt Athalar must choose to fight or stay silent.
2022,2022-03-06,2,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2022,2022-03-06,3,DIABLO MESA,Douglas Preston and Lincoln Child,Grand Central,"When two murder victims are found in Roswell, the archaeologist Nora Kelly and F.B.I. agent Corrie Swanson go back into action."
